,0
31,"""NF1 Neurofibromin"""
32,"""Lysosomal sialoglycoprotein"""
33,"""Lysosomal sialoglycoprotein"""
34,"""EIF4G Eukaryotic translation initiation factor 4 (eIF-4) gamma"""
35,"""ETV4 Ets variant gene 4 (E1A enhancer-binding protein, E1AF)"""
36,"""ETV4 Ets variant gene 4 (E1A enhancer-binding protein, E1AF)"""
37,"""DPEP1 Dipeptidase 1 (renal)"""
38,"""EDNRB Endothelin receptor type B"""
39,"""PKLR Pyruvate kinase, liver"""
40,"""SDC4 Syndecan 4 (amphiglycan, ryudocan)"""
41,"""SDC4 Syndecan 4 (amphiglycan, ryudocan)"""
42,"""CCKBR Cholecystokinin B receptor"""
43,"""GLO1 Glyoxalase I"""
44,"""GLO1 Glyoxalase I"""
45,"""KIAA0001 gene"""
46,"""KIAA0002 gene"""
47,"""ANGPT1 Angiopoietin 1"""
48,"""KIAA0005 gene"""
49,"""KIAA0009 gene"""
50,"""KIAA0010 gene"""
51,"""KIAA0010 gene"""
52,"""KIAA0011 gene"""
53,"""KIAA0012 gene"""
54,"""CCND2 Cyclin D2"""
55,"""HLA-C Major histocompatibility complex, class I, C"""
56,"""KIAA0016 gene"""
57,"""KIAA0016 gene"""
58,"""KIAA0016 gene"""
59,"""KIAA0017 gene"""
60,"""KIAA0017 gene"""
61,"""KIAA0017 gene"""
62,"""KIAA0018 gene"""
63,"""40S RIBOSOMAL PROTEIN S17"""
64,"""KIAA0020 gene"""
65,"""Osteoblast specific factor 2 (OSF-2p1)"""
66,"""MGAT3 Mannosyl(beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase"""
67,"""ID2 Inhibitor of DNA binding 2, dominant negative helix-loop-helix protein"""
68,"""PYY Peptide YY"""
69,"""DNA-BINDING PROTEIN MEL-18"""
70,"""RECA Replication protein A (E coli RecA homolog, RAD51 homolog)"""
71,"""GC-Box binding protein BTEB2"""
72,"""LTG19"""
73,"""KIAA0102 gene"""
74,"""KIAA0105 gene"""
75,"""KIAA0106 gene"""
76,"""KIAA0022 gene"""
77,"""KIAA0021 gene"""
78,"""NUCLEAR PORE COMPLEX PROTEIN NUP214"""
79,"""PHOSPHATIDYLSERINE SYNTHASE I"""
80,"""APOA2 Apolipoprotein A-II"""
81,"""Receptor protein-tyrosine kinase (HEK5) mRNA, 3' end"""
82,"""KIAA0026 gene"""
83,"""No cluster in current Unigene and no Genbank entry for D14822 (qualifier D14822)"""
84,"""No cluster in current Unigene and no Genbank entry for D14822 (qualifier D14822)"""
85,"""No cluster in current Unigene and no Genbank entry for D14823 (qualifier D14823)"""
86,"""FGF9 Fibroblast growth factor 9 (glia-activating factor)"""
87,"""ADM Adrenomedullin"""
88,"""PTPRH Protein tyrosine phosphatase"""
89,"""TBXA2R Thromboxane A2 receptor"""
90,"""PBP Prostatic binding protein"""
91,"""3-KETOACYL-COA THIOLASE MITOCHONDRIAL"""
92,"""SA mRNA for SA gene product"""
93,"""GPX3 Glutathione peroxidase 3 (plasma)"""
94,"""GPX3 Glutathione peroxidase 3 (plasma)"""
95,"""Hepatoma-derived growth factor"""
96,"""ORF, Xq terminal portion"""
97,"""Mitochondrial 3-ketoacyl-CoA thiolase beta-subunit of trifunctional protein"""
98,"""HPCA Hippocalcin"""
99,"""HAL Histidine ammonia-lyase"""
100,"""MDC protein"""
101,"""Alpha 4(IV) collagen, C-terminal"""
102,"""PTS 6-pyruvoyltetrahydropterin synthase"""
103,"""CRARF C4/C2 activating component of Ra-reactive factor"""
104,"""Drebrin E"""
105,"""PROBABLE ATP-DEPENDENT RNA HELICASE P54"""
106,"""DCT Dopachrome tautomerase (dopachrome delta-isomerase, tyrosine-related protein 2)"""
107,"""Zona-pellucida-binding protein (sp38)"""
108,"""Zona-pellucida-binding protein (sp38)"""
109,"""Zona-pellucida-binding protein (sp38)"""
110,"""KIAA0123 gene, partial cds"""
111,"""XP-C repair complementing protein (p58/HHR23B)"""
112,"""XP-C repair complementing protein (p58/HHR23B)"""
113,"""Motor protein"""
114,"""KIAA0031 gene"""
115,"""Estrogen responsive finger protein"""
116,"""Protein tyrosine phosphatase 1E (PTP1E) mRNA"""
117,"""Protein tyrosine phosphatase 1E (PTP1E) mRNA"""
118,"""HHR23A protein"""
119,"""60S RIBOSOMAL PROTEIN L23"""
120,"""SM22-ALPHA HOMOLOG"""
121,"""KIAA0035 gene, partial cds"""
122,"""COL4A6 Collagen, type IV, alpha 6"""
123,"""KIAA0028 gene, partial cds"""
124,"""KIAA0029 gene, partial cds"""
125,"""EUKARYOTIC INITIATION FACTOR 4A-LIKE NUK-34"""
126,"""HLCS Holocarboxylase synthetase (biotin-[proprionyl-Coenzyme A-carboxylase (ATP-hydrolysing)] ligase)"""
127,"""KIAA0032 gene"""
128,"""KIAA0014 gene"""
129,"""KIAA0014 gene"""
130,"""KIAA0112 gene, partial cds"""
131,"""KIAA0112 gene, partial cds"""
132,"""ADRA1C Adrenergic, alpha-1C-, receptor"""
133,"""KIAA0036 gene"""
134,"""Integrin alpha subunit"""
135,"""KIAA0006 gene, partial cds"""
136,"""KIAA0037 gene"""
137,"""KIAA0040 gene"""
138,"""KIAA0039 gene, partial cds"""
139,"""KIAA0033 gene, partial cds"""
140,"""KIAA0038 gene, partial cds"""
141,"""Type 1 inositol 1,4,5-trisphosphate receptor"""
142,"""ZFM1 protein alternatively spliced product"""
143,"""ZFM1 protein alternatively spliced product"""
144,"""CHDR Chlordecone reductase"""
145,"""RNS1 Ribonuclease A (pancreatic)"""
146,"""DAGK3 Diacylglycerol kinase, gamma (90kD)"""
147,"""LIMK1 LIM domain kinase 1"""
148,"""Type 2 inositol 1,4,5-trisphosphate receptor"""
149,"""Type 2 inositol 1,4,5-trisphosphate receptor"""
150,"""No cluster in current Unigene and no Genbank entry for D26528 (qualifier D26528)"""
151,"""DLST Dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)"""
152,"""Unknown product"""
153,"""Putative chloride channel"""
154,"""PACE4 Paired basic amino acid cleaving system 4"""
155,"""Renal Na+-dependent phosphate cotransporter"""
156,"""GRM5 Glutamate receptor, metabotropic 5"""
157,"""SP2 Sp2 transcription factor"""
158,"""HYPOTHETICAL MYELOID CELL LINE PROTEIN 3"""
159,"""HYPOTHETICAL MYELOID CELL LINE PROTEIN 3"""
160,"""HYPOTHETICAL MYELOID CELL LINE PROTEIN 3"""
161,"""HYPOTHETICAL MYELOID CELL LINE PROTEIN 3"""
162,"""HYPOTHETICAL MYELOID CELL LINE PROTEIN 5"""
163,"""TEC Tec protein tyrosine kinase"""
164,"""GGTB2 Glycoprotein-4-beta-galactosyltransferase 2"""
165,"""MXS1 Membrane component, X chromosome, surface marker 1"""
166,"""Unknown product, partial cds"""
167,"""ANTITHROMBIN-III PRECURSOR"""
168,"""ANTITHROMBIN-III PRECURSOR"""
169,"""HYPOTHETICAL MYELOID CELL LINE PROTEIN 6"""
170,"""PROBABLE UBIQUITIN CARBOXYL-TERMINAL HYDROLASE"""
171,"""PROBABLE UBIQUITIN CARBOXYL-TERMINAL HYDROLASE"""
172,"""PROBABLE UBIQUITIN CARBOXYL-TERMINAL HYDROLASE"""
173,"""KIAA0116 gene, partial cds"""
174,"""TISSUE FACTOR PATHWAY INHIBITOR 2 PRECURSOR"""
175,"""PHOSPHATIDYLINOSITOL"""
176,"""CAMK4 Calcium/calmodulin-dependent protein kinase IV"""
177,"""KIAA0108 gene"""
178,"""KIAA0108 gene"""
179,"""KIAA0050 gene"""
180,"""GC box bindig protein"""
181,"""KIAA0065 gene, partial cds"""
182,"""PUTATIVE GLUCOSAMINE-6-PHOSPHATE ISOMERASE"""
183,"""KIAA0058 gene"""
184,"""Cadherin-6"""
185,"""AQP2 Aquaporin 2 (collecting duct)"""
186,"""KIAA0059 gene"""
187,"""KIAA0063 gene"""
188,"""KIAA0063 gene"""
189,"""KIAA0062 gene, partial cds"""
190,"""KIAA0062 gene, partial cds"""
191,"""KIAA0072 gene, partial cds"""
192,"""THPO Thrombopoietin (myeloproliferative leukemia virus oncogene ligand, megakaryocyte growth and development factor)"""
193,"""PHOSPHORIBOSYLAMINE--GLYCINE LIGASE"""
194,"""ADRA1C Adrenergic, alpha-1C-, receptor"""
195,"""ADRA1C Adrenergic, alpha-1C-, receptor"""
196,"""RNS4 Ribonuclease 4 (2',5'-oligoisoadenylate synthetase-dependent)"""
197,"""Syntaxin 1A mRNA"""
198,"""Syntaxin 1A mRNA"""
199,"""STX1B Syntaxin 1B"""
200,"""PDGF receptor beta-like tumor suppressor (PRLTS)"""
201,"""RECQL RecQ protein-like (DNA helicase Q1-like)"""
202,"""Ah-receptor, exon 7-9"""
203,"""COL19A1 Collagen, type XIX, alpha 1"""
204,"""NRAMP1 Natural resistance-associated macrophage protein 1 (might include Leishmaniasis)"""
205,"""NRAMP1 Natural resistance-associated macrophage protein 1 (might include Leishmaniasis)"""
206,"""DNA-DIRECTED RNA POLYMERASE II 23 KD POLYPEPTIDE"""
207,"""Clathrin-like protein"""
208,"""G protein-coupled receptor"""
209,"""HYPOTHETICAL MYELOID CELL LINE PROTEIN 7"""
210,"""LZTR-1"""
211,"""KIAA0077 gene, partial cds"""
212,"""KIAA0080 gene, partial cds"""
213,"""NT5 5' nucleotidase (CD73)"""
214,"""Protoporphyrinogen oxidase"""
215,"""Protoporphyrinogen oxidase"""
216,"""Protoporphyrinogen oxidase"""
217,"""KIAA0076 gene"""
218,"""KIAA0068 gene, partial cds"""
219,"""KIAA0075 gene, partial cds"""
220,"""KIAA0078 gene"""
221,"""PRSM1 Metallopeptidase 1 (33 kD)"""
222,"""KIAA0079 gene"""
223,"""KIAA0087 gene"""
224,"""KIAA0081 gene, partial cds"""
225,"""KIAA0088 gene, partial cds"""
226,"""KIAA0084 gene, partial cds"""
227,"""KIAA0086 gene"""
228,"""KIAA0083 gene, partial cds"""
229,"""KIAA0089 gene, partial cds"""
230,"""KIAA0091 gene"""
231,"""KIAA0092 gene"""
232,"""NEDD-4 PROTEIN"""
233,"""RanBP2 (Ran-binding protein 2)"""
234,"""NF1 Neurofibromin"""
235,"""KIAA0094 gene, partial cds"""
236,"""KIAA0118 gene, partial cds"""
237,"""Phospholipase C"""
238,"""ETO mRNA"""
239,"""ETO mRNA"""
240,"""LYMPHOTACTIN PRECURSOR"""
241,"""Squamous cell carcinama of esophagus mRNA for GRB-7 SH2 domain protein"""
242,"""KIAA0100 gene"""
243,"""KIAA0097 gene"""
244,"""T-COMPLEX PROTEIN 1, EPSILON SUBUNIT"""
245,"""ATP SYNTHASE GAMMA CHAIN, MITOCHONDRIAL PRECURSOR"""
246,"""CBFA2 Proto-oncogene AML1 {alternative products}"""
247,"""ApM2 mRNA for GS2374 (unknown product specific to adipose tissue)"""
248,"""ApM2 mRNA for GS2374 (unknown product specific to adipose tissue)"""
249,"""AKT2 V-akt murine thymoma viral oncogene homolog 2"""
250,"""S-ADENOSYLMETHIONINE SYNTHETASE ALPHA AND BETA FORMS"""
251,"""HTR3 5-hydroxytryptamine (serotonin) receptor 3"""
252,"""Apo1_Human (MER5(Aop1-Mouse)-like protein)"""
253,"""LEP Leptin (murine obesity homolog)"""
254,"""LEP Leptin (murine obesity homolog)"""
255,"""TTPA Tocopherol (alpha) transfer protein (ataxia (Friedreich-like) with vitamin E deficiency)"""
256,"""Protein disulfide isomerase-related protein (PDIR)"""
257,"""Bone morphogenetic protein-3b"""
258,"""Bone morphogenetic protein-3b"""
259,"""DNAJ PROTEIN HOMOLOG 1"""
260,"""RNA helicase (HRH1)"""
261,"""LANOSTEROL SYNTHASE"""
262,"""Rod photoreceptor protein"""
263,"""HMG1 High-mobility group (nonhistone chromosomal) protein 1"""
264,"""KIAA0154 gene, partial cds"""
265,"""KIAA0241 gene, partial cds"""
266,"""PROBABLE PROTEIN DISULFIDE ISOMERASE ER-60 PRECURSOR"""
267,"""KIAA0156 gene"""
268,"""KIAA0159 gene"""
269,"""KIAA0160 gene, partial cds"""
270,"""HsLIM15 mRNA for HsLim15"""
271,"""Protein-tyrosine phosphatase"""
272,"""CGM6 Carcinoembryonic antigen gene family member 6 (NCA-95)"""
273,"""MACROPHAGE INFLAMMATORY PROTEIN 1-ALPHA PRECURSOR"""
274,"""TONSILLAR LYMPHOCYTE LD78 BETA PROTEIN PRECURSOR"""
275,"""TONSILLAR LYMPHOCYTE LD78 BETA PROTEIN PRECURSOR"""
276,"""Gx-alpha gene"""
277,"""MSR1 Macrophage scavenger receptor 1"""
278,"""MSR1 Macrophage scavenger receptor 1"""
279,"""TXGP1 Tax-transcriptionally activated glycoprotein 1 (34kD)"""
280,"""PTN Pleiotrophin (heparin binding growth factor 8, neurite growth-promoting factor 1)"""
281,"""PTN Pleiotrophin (heparin binding growth factor 8, neurite growth-promoting factor 1)"""
282,"""GLDC Glycine cleavage system protein P (glycine decarboxylase)"""
283,"""GLDC Glycine cleavage system protein P (glycine decarboxylase)"""
284,"""CGM7 Carcinoembryonic antigen gene family member 7"""
285,"""CGM1 Carcinoembryonic antigen gene family member 1"""
286,"""BGP Biliary glycoprotein {alternative products}"""
287,"""BGP Biliary glycoprotein {alternative products}"""
288,"""BCKDHB Branched chain keto acid dehydrogenase E1, beta polypeptide (maple syrup urine disease)"""
289,"""ESTs"""
290,"""ESTs"""
291,"""ESTs, Weakly similar to putative T1/ST2 receptor binding protein precursor [H.sapiens]"""
292,"""ESTs, Highly  similar to PROTEIN KINASE YAK1 [Saccharomyces cerevisiae]"""
293,"""Garp gene mRNA"""
294,"""ESTs, Highly  similar to RIBONUCLEASE INHIBITOR [Sus scrofa]"""
295,"""ESTs, Weakly similar to No definition line found [C.elegans]"""
296,"""Clone rasi-1 matrix metalloproteinase RASI-1 mRNA"""
297,"""ESTs"""
298,"""No cluster in current Unigene and no Genbank entry for H01340 (qualifier H01340)"""
299,"""ESTs"""
300,"""ESTs, Highly  similar to SON OF SEVENLESS PROTEIN [Drosophila melanogaster]"""
301,"""MAOA Monoamine oxidase A"""
302,"""PLECKSTRIN"""
303,"""PLECKSTRIN"""
304,"""PLECKSTRIN"""
305,"""LARGE PROLINE-RICH PROTEIN BAT3"""
306,"""EIF4E Eukaryotic translation initiation factor 4E"""
307,"""EUKARYOTIC PEPTIDE CHAIN RELEASE FACTOR SUBUNIT 1"""
308,"""UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase mRNA"""
309,"""ESTs, Weakly similar to Diff40 gene product [H.sapiens]"""
310,"""ESTs"""
311,"""ESTs, Highly  similar to GUANINE NUCLEOTIDE-BINDING PROTEIN G(I)/G(S)/G(O) GAMMA-7 SUBUNIT [Rattus norvegicus]"""
312,"""CTSL Cathepsin L"""
313,"""ESTs, Highly  similar to 15-HYDROXYPROSTAGLANDIN DEHYDROGENASE [Homo sapiens]"""
314,"""ESTs"""
315,"""ESTs, Highly  similar to CAMP-DEPENDENT PROTEIN KINASE INHIBITOR, MUSCLE/BRAIN FORM [Mus musculus; Rattus norvegicus]"""
316,"""YY1 YY1 transcription factor"""
317,"""EGFR Epidermal growth factor receptor"""
318,"""EGFR Epidermal growth factor receptor"""
319,"""ESTs"""
320,"""No cluster in current Unigene and no Genbank entry for H02861 (qualifier H02861_f)"""
321,"""No cluster in current Unigene and no Genbank entry for H02861 (qualifier H02861_i)"""
322,"""No cluster in current Unigene and no Genbank entry for H02861 (qualifier H02861_i)"""
323,"""ESTs, Highly  similar to ZINC FINGER PROTEIN 91 [Homo sapiens]"""
324,"""ESTs, Highly  similar to RIBOSOMAL PROTEIN S6 KINASE II ALPHA 2 [Mus musculus]"""
325,"""MYO-INOSITOL-1(OR 4)-MONOPHOSPHATASE"""
326,"""ESTs"""
327,"""PLACENTAL PROTEIN 11 PRECURSOR"""
328,"""PLACENTAL PROTEIN 11 PRECURSOR"""
329,"""NRAS Neuroblastoma RAS viral (v-ras) oncogene homolog"""
330,"""ESTs, Highly  similar to CALNEXIN PRECURSOR [Homo sapiens]"""
331,"""ESTs, Highly  similar to CALNEXIN PRECURSOR [Homo sapiens]"""
332,"""Mitochondrial RNA polymerase mRNA, nuclear gene encoding mitochondrial protein"""
333,"""Mitochondrial RNA polymerase mRNA, nuclear gene encoding mitochondrial protein"""
334,"""Protein-tyrosine-phosphatase D1"""
335,"""No cluster in current Unigene and no Genbank entry for H03864 (qualifier H03864)"""
336,"""ESTs"""
337,"""ESTs, Weakly similar to putative G-protein-coupled receptor [H.sapiens]"""
338,"""EST"""
339,"""EST"""
340,"""Seven in absentia homolog mRNA"""
341,"""HS1 binding protein HAX-1 mRNA, nuclear gene encoding mitochondrial protein"""
342,"""ESTs, Weakly similar to F35G12.4 [C.elegans]"""
343,"""No cluster in current Unigene and no Genbank entry for H04461 (qualifier H04461_i)"""
344,"""No cluster in current Unigene and no Genbank entry for H04461 (qualifier H04461_r)"""
345,"""RIBOSOMAL PROTEIN S6 KINASE"""
346,"""ESTs, Highly  similar to CARBOXYPEPTIDASE M PRECURSOR [Homo sapiens]"""
347,"""ESTs, Highly  similar to LAMIN B RECEPTOR [Gallus gallus]"""
348,"""ESTs, Moderately similar to cytoplasmic dynein intermediate chain IC-2 [H.sapiens]"""
349,"""ESTs"""
350,"""No cluster in current Unigene and no Genbank entry for H05222 (qualifier H05222_f)"""
351,"""ESTs, Highly  similar to ZINC FINGER PROTEIN 7 [Homo sapiens]"""
352,"""GLUTAMINYL-TRNA SYNTHETASE"""
353,"""GBP1 Guanylate binding protein 1, interferon-inducible, 67kD"""
354,"""ESTs, Weakly similar to gene SEZ-6 [M.musculus]"""
355,"""CALMODULIN"""
356,"""ESTs"""
357,"""MULTIFUNCTIONAL AMINOACYL-TRNA SYNTHETASE"""
358,"""ESTs"""
359,"""No cluster in current Unigene and no Genbank entry for H05800 (qualifier H05800)"""
360,"""55.11 binding protein"""
361,"""HnRNP C2 protein mRNA"""
362,"""ESTs"""
363,"""CYP27 Cytochrome P450, subfamily XXVII (steroid 27-hydroxylase, cerebrotendinous xanthomatosis)"""
364,"""ESTs"""
365,"""No cluster in current Unigene and no Genbank entry for H05986 (qualifier H05986)"""
366,"""GRB2 Growth factor receptor-bound protein 2"""
367,"""GRB2 Growth factor receptor-bound protein 2"""
368,"""ESTs"""
369,"""ESTs"""
370,"""ESTs, Highly similar to enhancer of filmentation 1 [H.sapiens]"""
371,"""CSNK2A1 Casein kinase 2, alpha 1 polypeptide"""
372,"""ESTs"""
373,"""ESTs"""
374,"""No cluster in current Unigene and no Genbank entry for H06512 (qualifier H06512)"""
375,"""GSN Gelsolin (amyloidosis, Finnish type)"""
376,"""ESTs"""
377,"""ESTs, Weakly similar to GTP-BINDING PROTEIN YPTM1 [Zea mays]"""
378,"""ESTs"""
379,"""ESTs"""
380,"""ESTs"""
381,"""ESTs, Highly  similar to SPORULATION-SPECIFIC PROTEIN 1 [Saccharomyces cerevisiae]"""
382,"""Proton-ATPase-like protein"""
383,"""ESTs, Moderately similar to similar to molybdoterin biosynthesis MOEB proteins [C.elegans]"""
384,"""No cluster in current Unigene and no Genbank entry for H07136 (qualifier H07136)"""
385,"""ITGA6 Integrin, alpha 6"""
386,"""Lipid-activated protein kinase PRK1 mRNA"""
387,"""ESTs"""
388,"""G protein-coupled receptor GPR-NGA gene"""
389,"""Vascular endothelial growth factor related protein VRP mRNA"""
390,"""ESTs"""
391,"""ESTs"""
392,"""EST"""
393,"""EST"""
394,"""ESTs, Highly  similar to PUTATIVE ATP-DEPENDENT RNA HELICASE YHR169W [Saccharomyces cerevisiae]"""
395,"""ESTs"""
396,"""ESTs, Highly  similar to ADENYLATE CYCLASE, TYPE V [Rattus norvegicus]"""
397,"""ESTs, Highly  similar to ADENYLATE CYCLASE, TYPE V [Rattus norvegicus]"""
398,"""ESTs, Highly  similar to RETINOBLASTOMA BINDING PROTEIN 1 [Homo sapiens]"""
399,"""ESTs, Highly  similar to NUCLEAR FACTOR 1 A1 [Gallus gallus]"""
400,"""SCA1 Ataxin 1"""
401,"""ESTs, Highly  similar to CARBOXYPEPTIDASE N 83 KD CHAIN [Homo sapiens]"""
402,"""DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 3"""
403,"""HEXB Hexosaminidase B (beta polypeptide)"""
404,"""Putative serine/threonine protein kinase PRK (prk) mRNA"""
405,"""Tumor necrosis factor type 2 receptor associated protein (TRAP3) mRNA"""
406,"""ESTs, Highly  similar to SYNAPTIC VESICLE PROTEIN 2 [Rattus norvegicus]"""
407,"""ASGR1 Asialoglycoprotein receptor 1"""
408,"""EEF1A1 Translation elongation factor 1-alpha-1"""
409,"""Chromosome 16p13.1 BAC clone CIT987SK-362G6 complete sequence"""
410,"""ESTs, Highly  similar to ADENOSINE A2A RECEPTOR [Cavia porcellus]"""
411,"""ESTs, Highly  similar to ADENOSINE A2A RECEPTOR [Cavia porcellus]"""
412,"""No cluster in current Unigene and no Genbank entry for H09319 (qualifier H09319)"""
413,"""ESTs"""
414,"""DNA REPLICATION LICENSING FACTOR CDC47 HOMOLOG"""
415,"""ESTs"""
416,"""ESTs"""
417,"""(clone mf.18) RNA polymerase II mRNA"""
418,"""Protease inhibitor 12 (PI12; neuroserpin)"""
419,"""ESTs, Weakly similar to C18E9.6 [C.elegans]"""
420,"""CRMP1 Collapsin response mediator protein 1"""
421,"""ESTs, Weakly similar to contactin associated protein [H.sapiens]"""
422,"""ESTs, Highly  similar to TUBULIN ALPHA-6 CHAIN [Mus musculus; Cricetulus griseus]"""
423,"""PUTATIVE SERINE/THREONINE-PROTEIN KINASE P78"""
424,"""ESTs, Moderately  similar to HYPOTHETICAL 48.9 KD PROTEIN C24H6.12C IN CHROMOSOME I [Schizosaccharomyces pombe]"""
425,"""ESTs, Highly  similar to CHOLINE KINASE [Homo sapiens]"""
426,"""ESTs, Highly  similar to RIBOSOMAL PROTEIN S6 KINASE II ALPHA 2 [Mus musculus]"""
427,"""ESTs, Highly  similar to VAV PROTO-ONCOGENE [Mus musculus]"""
428,"""No cluster in current Unigene and no Genbank entry for H10083 (qualifier H10083_f)"""
429,"""No cluster in current Unigene and no Genbank entry for H10083 (qualifier H10083_r_i)"""
430,"""ESTs"""
431,"""EIF-2-associated p67 homolog mRNA"""
432,"""Protein tyrosine kinase t-Ror1 (Ror1) mRNA"""
433,"""ESTs, Moderately  similar to ANKYRIN, BRAIN VARIANT 2 [Homo sapiens]"""
434,"""ESTs"""
435,"""ESTs"""
436,"""ESTs, Highly  similar to PIM-1 PROTO-ONCOGENE SERINE/THREONINE-PROTEIN KINASE [Homo sapiens]"""
437,"""ESTs, Highly  similar to [PYRUVATE DEHYDROGENASE [Bos taurus]"""
438,"""EST"""
439,"""ESTs"""
440,"""VEGF Vascular endothelial growth factor"""
441,"""ESTs, Highly  similar to MITOCHONDRIAL IMPORT INNER MEMBRANE TRANSLOCASE SUBUNIT TIM17 [Saccharomyces cerevisiae]"""
442,"""CCND2 Cyclin D2"""
443,"""ESTs"""
444,"""ELP-1 mRNA sequence"""
445,"""ESTs, Weakly similar to !!!! ALU SUBFAMILY SQ WARNING ENTRY !!!! [H.sapiens]"""
446,"""PFKM Phosphofructokinase, muscle"""
447,"""ESTs, Highly similar to SYNAPTOPORIN [R.norvegicus]"""
448,"""No cluster in current Unigene and no Genbank entry for H11460 (qualifier H11460)"""
449,"""No cluster in current Unigene and no Genbank entry for H11609 (qualifier H11609)"""
450,"""Putative mono-ADP-ribosyltransferase (htMART) mRNA"""
451,"""EST"""
452,"""CD14 CD14 antigen"""
453,"""ESTs, Highly  similar to TRNA-SPLICING ENDONUCLEASE POSITIVE EFFECTOR [Saccharomyces cerevisiae]"""
454,"""No cluster in current Unigene and no Genbank entry for H11773 (qualifier H11773_f)"""
455,"""ESTs"""
456,"""ESTs, Highly  similar to ANKYRIN, BRAIN VARIANT 2 [Homo sapiens]"""
457,"""ESTs, Highly  similar to BONE MORPHOGENETIC PROTEIN 1 PRECURSOR [Mus musculus]"""
458,"""PRPS2 Phosphoribosyl pyrophosphate synthetase 2"""
459,"""No cluster in current Unigene and no Genbank entry for H12072 (qualifier H12072)"""
460,"""ESTs, Moderately similar to finger protein HZF5, Krueppel-related [H.sapiens]"""
461,"""ESTs"""
462,"""ESTs"""
463,"""ESTs"""
464,"""ESTs"""
465,"""FOLATE RECEPTOR BETA PRECURSOR"""
466,"""No cluster in current Unigene and no Genbank entry for H13120 (qualifier H13120)"""
467,"""ER LUMEN PROTEIN RETAINING RECEPTOR 2"""
468,"""BCL3 B-cell CLL/lymphoma 3"""
469,"""FOLATE RECEPTOR GAMMA PRECURSOR"""
470,"""FOLATE RECEPTOR GAMMA PRECURSOR"""
471,"""FOLATE RECEPTOR GAMMA PRECURSOR"""
472,"""ESTs, Weakly similar to coded for by C. elegans cDNA yk134h12.5 [C.elegans]"""
473,"""ESTs, Weakly similar to coded for by C. elegans cDNA yk134h12.5 [C.elegans]"""
474,"""ESTs, Weakly similar to coded for by C. elegans cDNA yk134h12.5 [C.elegans]"""
475,"""ESTs, Weakly similar to T12D8.i [C.elegans]"""
476,"""ESTs, Highly  similar to ZINC FINGER Y-CHROMOSOMAL PROTEIN 1 [Xenopus laevis]"""
477,"""ESTs"""
478,"""M-PHASE INDUCER PHOSPHATASE 2"""
479,"""M-PHASE INDUCER PHOSPHATASE 2"""
480,"""ESTs"""
481,"""ESTs"""
482,"""ESTs, Highly  similar to ELONGATION FACTOR G [Micrococcus luteus]"""
483,"""KIAA0219 gene, partial cds"""
484,"""Clk2 mRNA"""
485,"""Clk2 mRNA"""
486,"""Clk2 mRNA"""
487,"""Fragile X mental retardation syndrome related protein (FXR2) mRNA"""
