Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	disulfide bond	147	26.534296028880867	1.7205105375944983E-12	R51015, U10116, X68830, X75546, M59819, M59911, M11799, M55683, M31115, X01060, M31776, M34046, L16242, J03040, U33635, X03438, X53799, M81379, L36566, L10284, U03865, X00588, M30838, M55172, M33680, L04270, L38734, M73720, L40557, X01057, U03858, D15056, X14830, X14355, M14766, D37965, X84076, J03870, X14974, M34424, X00474, J03779, R71383, D49357, D32046, M60396, L20316, Z11697, U19518, M11568, M60315, M73832, L27745, M18216, J04440, M36821, L12350, J04443, X62381, Z48481, M10321, D14874, U30707, U25657, J03565, Z22865, X66171, M32373, L37112, X55740, X52425, X69090, U29589, X83705, X16323, X13255, D13138, L19593, M55210, M27190, L00022, U20982, M94250, M65062, X59350, M34715, J00270, M65066, M91211, Z34897, D10202, M32315, M83664, M57703, L35279, M26383, U16752, M17016, M28373, X55019, K01740, M88282, M22490, J04739, X81479, M32800, L36531, M63928, L08599, X13916, X55177, X57766, X12548, M58050, U17418, D32201, X52947, X51801, X02750, M28636, X74295, D49396, D49394, J02783, D90188, L08893, X52015, L07615, M35011, M84349, D14665, D14664, M33666, M27539, D28124, Z37976, M14648, M94077, L25541, M55618, M86868, Y00970, X13097, X72755, X06557, M27161, X52008, L07949	549	2924	19235	1.761407384150763	1.0443511611057943E-9	1.740585453546828E-10	2.5450974661112014E-9
SP_PIR_KEYWORDS	acetylation	136	24.548736462093864	2.6325666399063884E-12	D43948, L13385, M31013, L16794, M69181, U09646, M21984, D38555, D38554, M33308, U21909, M61832, L04490, L10284, X70940, U22055, M30838, M86752, L41870, X12369, D42084, M21188, M97388, M13665, X78706, X63692, D17530, U12387, X62055, U02570, U03851, M20867, L10911, U17899, M23115, M23114, X84709, M60756, Z23064, X51758, L34219, X81198, D63879, D21163, L37042, L10717, X63432, L41067, D26018, U35835, X16396, U31278, M14630, D31766, L13278, U01833, D13243, X81372, M29551, L06328, L06132, U25975, U21914, M91585, U31525, U20938, D25304, M77836, X79536, D49547, J05017, U18299, M23410, M36661, M75883, X67334, U02019, X66975, J02923, X63071, Y00281, L36719, X69723, U01691, U02680, X06825, D90391, U18543, M64788, M19701, U14588, X51521, L36870, M65066, M34458, D10656, D21205, M81600, M81601, X07834, D43969, U04953, U21931, M87434, D14689, M99439, M16827, X69838, D21260, X16663, X57346, D21262, D21261, M64098, D21851, M19309, U09873, L40371, X84373, D14658, U20285, D49396, M90104, M84490, D14661, X91141, X74819, X74794, Z46389, U08438, M34181, L12723, D38251, Z17240, D00137, L20298	549	2635	19235	1.8083318643868616	1.597964427446641E-9	2.2828061663204835E-10	3.894262690096184E-9
UP_SEQ_FEATURE	disulfide bond	143	25.812274368231048	3.325707638549554E-12	R51015, U10116, X68830, X75546, M59819, M59911, M11799, M55683, M31115, X01060, M31776, M34046, L16242, J03040, U33635, X03438, X53799, M81379, L36566, L10284, U03865, X00588, M30838, M55172, M33680, L04270, L38734, M73720, L40557, X01057, U03858, D15056, X14830, X14355, M14766, X84076, D37965, J03870, X14974, M34424, X00474, J03779, R71383, D49357, D32046, M60396, L20316, Z11697, U19518, M11568, M60315, M73832, M18216, J04440, M36821, L12350, J04443, X62381, Z48481, M10321, D14874, U25657, J03565, Z22865, X66171, M32373, L37112, X52425, X69090, U29589, X83705, X16323, X13255, D13138, L19593, M55210, M27190, L00022, U20982, M94250, M65062, X59350, M34715, J00270, M65066, M91211, Z34897, D10202, M32315, M83664, M57703, L35279, M26383, U16752, M17016, M28373, X55019, K01740, M88282, M22490, J04739, X81479, M32800, L36531, M63928, L08599, X13916, X55177, X57766, X12548, M58050, U17418, D32201, X52947, X51801, X02750, M28636, X74295, D49396, D49394, J02783, D90188, L08893, X52015, L07615, M35011, M84349, D14665, D14664, M33666, M27539, D28124, Z37976, M14648, L25541, M55618, M86868, Y00970, X13097, X72755, X06557, M27161, X52008, L07949	549	2819	19113	1.7660275608332994	7.243315947036422E-9	2.4144386490121406E-9	5.7748139603575055E-9
GOTERM_CC_FAT	GO:0044459~plasma membrane part	141	25.451263537906136	4.151512897275874E-12	R51015, L17075, M31013, U06715, M59819, M59911, M11799, L38517, X85750, X01060, U20760, U33635, M33308, X75756, D26309, L36566, M35416, U03865, X00588, X54937, X53795, X12369, X78712, M33680, L38734, X01057, U03858, Z48199, D15056, M65105, X14830, M14766, M16768, X14974, M23115, M23114, J03779, X84709, L14595, X81198, X56667, M63962, Z11697, J05200, L42110, D29808, L49207, Y00414, M73832, M81768, L27745, M18216, L29339, X62381, Z48481, U13896, X62899, Z32858, L02840, Z22536, M10321, U30707, X59932, X66171, L36645, M32011, L28824, X81817, L37112, U25128, X52425, U29589, M23410, L19593, X52228, M60830, J02923, M91368, X52229, U10886, X54232, M86406, Z48042, U14588, U25138, X04325, L07738, X59350, Z22936, X51521, Z34897, M91211, D10202, M83664, D21205, Z22555, U14650, M94055, Y00062, M17016, U06452, U36448, M28373, X55019, M68941, M88282, J04739, D21260, X81479, M32800, M63928, L36531, M55067, L08599, X13916, M80469, M58050, U17418, D32201, X52947, X74295, D49394, D90188, L07615, M35011, M84349, D14665, D14664, Z46389, U08438, M27539, X75535, L09247, M14648, M94077, D38449, X54673, M86868, U05596, X06557, M27161, X52008, L07949	469	2203	12782	1.7443377754893261	1.901418134053756E-9	6.338060076771512E-10	5.904643440857171E-9
SP_PIR_KEYWORDS	phosphotransferase	28	5.054151624548736	2.2464378449094158E-11	L28824, U07747, Z46376, X60673, U33635, X75756, M84490, X00588, M15205, M86699, U35835, L36870, X80692, X62381, M65066, U08438, Y00661, L07597, D13243, L29216, X78549, U07349, M34181, L29222, L29220, M55284, X59932, D26135	549	201	19235	4.880696698656082	1.36358686564364E-8	1.7044835542989745E-9	3.323082919948206E-8
UP_SEQ_FEATURE	sequence variant	411	74.18772563176896	7.286076858341658E-10	U07747, L17075, J05272, L31801, L16794, M21984, M31115, D38555, U20760, U33635, D38550, X75756, M81379, U04241, M74161, X51630, M21188, L04270, M97388, M60614, X78706, X63692, J05235, M23115, M23114, X51758, L20316, J05200, X16699, Z11697, D29808, X63432, M81768, M36821, L12350, L02840, M10321, U30707, L08850, U27266, X66171, X59932, U14577, M61763, M68891, M58597, U29589, H14341, M74558, M91368, X66142, X54232, M69043, M64788, U18543, Z48042, M32879, U25138, M94250, L36870, X51521, M34715, M91211, X17668, D21205, M94055, U04953, Z48054, M22490, X57348, M55067, X57766, X12548, U17418, D32201, M81651, X02750, D49396, M84490, D49394, D13643, L16783, X74819, L16782, U23942, D25278, X82850, L24564, L09247, Z37976, M14648, M94077, M69175, L25541, X60382, D00137, X76184, D13645, X68830, J04040, M31013, L32164, X15217, U09646, X01060, M34046, J03040, U03865, L34840, L41870, X07936, M34551, X12369, U19252, U19251, M73720, X01057, U12387, X77548, M65105, M77140, X14355, J03870, M34424, X78926, X78925, X05978, M99564, U08854, L40992, L14595, U39840, D63876, X81198, D63879, L42110, L49207, M11568, M73832, L27745, M18216, L41067, X82166, X62899, Z32858, D13243, D14874, U21914, X58377, J03565, M91585, U20938, L04751, X55740, D25304, X79536, X52425, X69090, X52426, X16323, X13255, D13138, X52228, J02923, U10886, X52229, U20982, D63880, M65062, X04325, J00270, M34458, X13988, Z34897, U09411, X78549, M81600, D43969, X07834, Y00062, X55019, U21931, D63881, M88282, M68941, M23379, U31556, M25756, M64098, U03105, J02906, X55177, U20582, X52947, M73778, L33477, L36818, X91141, X52015, L08893, M35011, M96322, X52011, D29954, M34181, M55618, Y00970, D43947, R51015, D43948, L13385, M95678, Z46376, M59819, M11799, J03600, M31776, D26309, X53795, M84757, U19261, M13665, L40557, X62570, M98525, D15056, X14830, X14974, M20867, L10911, D32046, M21302, L34219, M60396, L07590, D14694, D14695, L07648, Y00414, U20362, L13278, U13680, U13896, L07597, U01833, Z22536, X59131, M26311, U13991, M32373, L28824, M20132, U18299, X83705, M23410, L19593, X63071, D42041, L36719, V00511, M19701, U16282, X82324, U32974, D23672, K01740, D26135, J04739, U01147, X81479, L08599, X13916, X79888, J03727, D14838, M58050, X84373, X82240, X07384, M28636, J03824, L07810, X13293, L27479, M33666, Z46389, M27539, Y00661, D42053, D42054, M62303, M99626, X13097, X73358, M27161, L20298, M76665, L07949, U10116, D00726, M59911, L38517, L16242, X03438, M33308, M61832, L36566, X00588, L14812, M30838, M35418, M55172, M61199, L29222, L06633, L29220, D17530, M13995, Z48199, M14766, X84076, U02570, D37965, U17899, X00474, L25270, U15689, R71383, D49357, M95767, D21163, M63962, L37042, U19518, L10717, M60315, U00001, U35835, J04440, L29339, U25771, X62381, Z48481, M17183, L06328, M55284, Z15005, L11701, Z22865, L11702, X61123, L36645, M32011, L37112, M77836, J05017, M36661, M75883, X67334, M60830, M55210, X69723, Z29067, L00022, X06825, D90391, M86406, M86699, L07738, X59350, Z22936, D10202, M32315, M83664, Z22555, L35279, X03348, U14650, M17016, D14134, M28373, D14689, X69838, M16827, M96944, M86934, X16663, X16662, D21262, D21261, D21851, X16667, X16666, D21852, M63928, L36531, M22349, M91196, U25435, X74295, D14661, D90188, X80692, L07615, X85545, D14664, X74794, X68303, U08438, D13902, X54673, U05596, D38251	549	11992	19113	1.1931820667330133	1.5869063767492975E-6	3.9672683027625055E-7	1.2651801051255518E-6
SP_PIR_KEYWORDS	ATP	28	5.054151624548736	8.965848063279842E-10	L28824, U07747, L17075, Z46376, M23115, M23114, X60673, D49357, X51758, X75756, M63962, M84490, X00588, M15205, Z22936, L36870, X80692, X62381, U08438, L07597, Z22536, X78549, U07349, M34181, M55284, X62570, Z15005, X59932, D26135	549	236	19235	4.156864561143528	5.442268296018682E-7	6.046966238848483E-8	1.3262898668209289E-6
GOTERM_BP_FAT	GO:0042127~regulation of cell proliferation	66	11.913357400722022	2.526036514896302E-9	L28824, R51015, L17075, X83705, L38517, X13255, L19593, M55210, J03040, X03438, M27190, D38550, M69043, M19701, M81379, M65062, X00588, M86699, L41870, M35418, M91211, X17668, M33680, M95929, X07834, M26383, Y00062, X62570, X01057, Z35278, M13995, U03858, D63881, M22490, X57348, M77140, X16663, M25756, X62055, R71383, D32046, X55177, D14838, L40992, U17418, D32201, X52947, X07384, X51801, M73778, L07648, L49207, D49396, M11568, M36634, D13643, D16469, J03004, L16783, X68303, M17183, M62303, D14874, X58377, Z22865, X59932, L07949, X61123	517	787	13528	2.194382113601341	7.858468655808082E-6	3.9292420473957534E-6	4.5669696802086435E-6
GOTERM_BP_FAT	GO:0008283~cell proliferation	45	8.12274368231047	3.4609611323386798E-9	L28824, X57348, J04040, U07747, M20132, L13385, U14575, J05272, U29589, X83705, M69181, X16323, M99564, D32046, X13916, M74558, U09873, X75756, U20982, L42110, L49207, M11568, U00001, M81379, J03004, U03865, X00588, X62381, Z22555, Z48481, D13902, U13896, M33680, U07802, U16752, Y00062, L29222, M60614, X01057, X54941, Z35278, M13995, M98525, M22490	517	436	13528	2.7006548009866376	1.076699229851652E-5	3.589010313831409E-6	6.2572748649181165E-6
SP_PIR_KEYWORDS	Proto-oncogene	26	4.693140794223827	1.0803801505427453E-8	U13948, M96944, X83705, X15217, M60830, M74558, X82240, X07384, M73778, M19701, L07648, U16282, X00588, L41870, D10656, Y00661, M13665, D43969, M62303, M13995, L41143, L20298, X77548, D14689, D63881, X61123, M23379	549	230	19235	3.9606398986299203	6.557886055080786E-6	6.557905407600373E-7	1.5981724699187794E-5
SP_PIR_KEYWORDS	host-virus interaction	29	5.234657039711191	1.3462533985540224E-8	L28824, X14974, X79536, U18299, M11799, X84709, X01060, M58050, M69043, M73778, M19701, M84490, Z22936, U22055, L14812, L41870, M27539, Z22555, D21205, U13896, M21188, M33680, M14648, L04270, L38734, L06132, M27691, U25975, D38251	549	285	19235	3.565110408078484	8.171724790062562E-6	7.428868311620818E-7	1.9914703852652593E-5
SP_PIR_KEYWORDS	cleavage on pair of basic residues	28	5.054151624548736	1.8221967765376803E-8	X68830, J04040, M77140, M25756, V00571, X83705, M59911, L36531, L08599, X55177, X57766, V00511, X02750, M28636, X74295, L33477, M36634, M60315, Z48481, D13902, M17183, M57703, M14648, L35279, M10321, D14874, X13097, M22490	549	271	19235	3.620000134427574	1.1060673332563553E-5	9.217274503647843E-7	2.695518387385576E-5
GOTERM_BP_FAT	GO:0009611~response to wounding	49	8.844765342960288	2.1596994110930164E-8	Z48199, M77140, L17075, M25756, X16662, X62055, V00571, X83705, M69181, J03600, L19593, X01060, M58050, L36719, U01691, X02750, U20982, X53799, M11568, M60315, M94250, L41067, X52015, M36821, M84349, D14664, Z34897, X52011, M91211, D10202, X17668, M32315, Z22555, X12369, Z32858, X07834, M26383, M10321, M26311, D14874, M55618, X01057, X58377, J03565, X13097, M13995, K01740, X72755	517	530	13528	2.4191525856720557	6.718599223476396E-5	1.6796921258777076E-5	3.904646720398475E-5
SP_PIR_KEYWORDS	calcium binding	17	3.068592057761733	3.4505001435043064E-8	L10284, L12350, X16662, M59911, X13916, L08599, M55210, J02923, M26311, J03040, X56667, X02750, U01691, M32886, L33477, D26135	549	103	19235	5.782711726528375	2.0944316882931524E-5	1.6111168728016878E-6	5.1042157889202855E-5
GOTERM_BP_FAT	GO:0007267~cell-cell signaling	52	9.386281588447654	6.233504453815601E-8	L28824, R51015, X68830, M20132, L13385, L38517, X16323, X13255, L16242, U10886, L36566, U25138, X04325, U03865, J00270, Z34897, L20861, M57703, M81600, L38734, M28373, M22490, M65105, M77140, X14830, V00571, J03779, D14838, L14595, D32201, X52947, X07384, M28636, L42110, Y00414, D49394, L27745, M18216, X82850, D13902, M17183, M29551, D14874, M26311, D38449, X54673, L06132, M86868, L08850, X58377, X13097, X72755	517	600	13528	2.2677498388136685	1.9390552759568358E-4	3.878411381741387E-5	1.1269912920663927E-4
GOTERM_CC_FAT	GO:0000267~cell fraction	75	13.537906137184116	9.203663991866513E-8	L04751, U10116, X68830, X55740, J04040, U07747, L13385, M58597, M23410, M11799, L31801, J03600, X13255, X85750, M91368, X69723, M64788, X53799, U03865, Z22936, X07936, X17668, M32315, Z22555, L20861, M21188, X07834, U14650, M94055, X62570, M28373, U04953, M13995, U21931, M87434, U03858, M65105, X84076, V00571, M23115, J02906, M23114, J03779, M63928, M37400, M55067, X13916, M22349, U08854, X12548, L34219, X82240, D14658, X16699, J05200, M28636, M73778, L42110, X63432, M81768, J03004, J02783, M84349, U23942, U08438, L13278, D13902, X62899, U07349, M29551, M94077, D14874, X54673, U05596, L08850, U31525	469	1083	12782	1.8873775168478937	4.215189458189883E-5	1.0538140222893233E-5	1.3090072921162488E-4
GOTERM_BP_FAT	GO:0009719~response to endogenous stimulus	40	7.2202166064981945	9.830543798628317E-8	Z48199, M61763, M20132, J04040, M77140, X16663, X83705, X00474, L38517, M37400, X13255, X60673, M22349, L20316, D90391, U21909, X51801, J03824, L49207, L10665, Y00414, U03865, U35835, X52015, L07615, D14665, M65066, X68303, Z48481, X62899, M34181, D14874, X54673, U25657, Z17240, Y00970, U21931, M13995, M32373, M22490	517	405	13528	2.5843303006423577	3.0578147200110983E-4	5.0970073096401336E-5	1.7773202752868755E-4
SP_PIR_KEYWORDS	DNA binding	30	5.415162454873646	1.6454367847764497E-7	M96944, X79536, D28588, X16667, X16666, X78926, X78925, M60756, M91196, U02019, X63071, X07384, M73778, M19701, U35835, X13293, L41870, X51630, M34551, X82850, X59739, M81601, X03348, M13665, X82324, M93119, X63692, M27691, Z17240, M91585, X07862	549	340	19235	3.091449694631951	9.987303339908937E-5	7.134118912288656E-6	2.4340404406464344E-4
